"SYMBOL","Log2FoldChange","Padj","change"
"PPY",0.175924443282657,0.645047737661655,"NOT"
"MPP2",1.19192087222618,1.250203620611e-10,"UP"
"SMURF2",-0.6573728970243,3.5746740015628e-16,"NOT"
"DUSP3",-0.956472640458071,7.95132365477389e-44,"NOT"
"CACNG1",-1.49759763043011,1.94251195191484e-05,"DOWN"
"EFTUD2",0.812550447196348,1.40204387634201e-33,"NOT"
"HLF",-1.87886922657736,8.15602499795866e-18,"DOWN"
"SLC16A6",-1.61027644718208,3.34390094683306e-25,"DOWN"
"PRKAR1A",-0.906288661363717,1.56604401725992e-48,"NOT"
"EFNB3",0.53035684802787,0.0152739998874462,"NOT"
"FAM20A",-1.23076669424973,9.51941466511815e-13,"DOWN"
"YWHAE",0.286351720333488,0.000789524284453852,"NOT"
"AC130689.1",1.09985039292282,1.23009371048831e-22,"UP"
"MMD",0.244275733688717,0.0508714309215846,"NOT"
"RANGRF",-0.394924535135919,9.17149187443164e-05,"NOT"
"DPH1",0.027360529547129,0.760608347473148,"NOT"
"MAP2K6",1.10913180022705,8.83355141295133e-12,"UP"
"DHRS7B",-0.642224320210507,2.91329162607333e-10,"NOT"
"WSB1",-0.843061975689516,2.30513929684822e-14,"NOT"
"RCVRN",-1.32291439417964,1.0778425851798e-08,"DOWN"
"MYH1",-2.78755741332948,3.3428030902383e-16,"DOWN"
"SLC9A3R1",2.58990388856859,2.49015570516691e-60,"UP"
"MYH3",0.388382894326907,0.0236738797665588,"NOT"
"NAT9",0.759785373270165,1.53490988635258e-19,"NOT"
"TMEM104",-0.0320955496189787,0.722961096504953,"NOT"
"VTN",-2.51643168201191,7.42122275856262e-30,"DOWN"
"TNFAIP1",-0.385099455180983,4.03498929510992e-06,"NOT"
"IFT20",0.290905329611656,0.00245687786574953,"NOT"
"TMEM97",0.120596004625128,0.442799238729187,"NOT"
"CDR2L",-0.0389474837269882,0.800545525496819,"NOT"
"PMP22",-1.72492704610385,9.25185996784364e-36,"DOWN"
"FOXN1",4.59605642093125,7.4826849173116e-57,"UP"
"UNC119",1.20159055918446,1.10637576847243e-41,"UP"
"ALDOC",1.68665841812418,5.38625610546703e-29,"UP"
"SUPT6H",-0.108910692709953,0.189137027450915,"NOT"
"RAB34",0.438727440168263,4.20375434190667e-06,"NOT"
"PHF12",0.180955664642283,0.0099387139210364,"NOT"
"PHOX2B",2.55505738052845,0.00451685021261727,"UP"
"TMEM33",0.259615251824517,0.00284062340654576,"NOT"
"GABRA4",-0.655063594000117,0.371671127122456,"NOT"
"GNRHR",1.18156074439983,1.47416766982735e-06,"UP"
"SLAIN2",-0.30883976558573,0.000173337743537715,"NOT"
"OCIAD1",-0.0908525146664925,0.320781519220303,"NOT"
"UGT2B10",1.91855342682062,0.0452091741718988,"NOT"
"CWH43",0.0125321535506595,0.981119460031632,"NOT"
"DCUN1D4",0.178180084078161,0.0770475861964261,"NOT"
"USP46",0.984845538848119,2.71249318359424e-19,"NOT"
"SULT1E1",2.19368351857341,4.48272572959307e-09,"UP"
"ODAM",-0.524479705832128,0.277049030547801,"NOT"
"SMR3A",0.712986801757995,0.606494477381506,"NOT"
"CHIC2",0.211883588465132,0.0720387306632622,"NOT"
"NMU",4.94585263037026,4.33343864397489e-76,"UP"
"KIAA1211",0.555197855480196,0.0114220431977855,"NOT"
"LAMTOR3",-0.209664756991163,0.0110448406490268,"NOT"
"PF4V1",1.60730573834417,0.000154288835558631,"UP"
"NFKB1",-0.626751890808699,1.62067627010706e-10,"NOT"
"AREG",-1.4768322964087,1.21071711824287e-07,"DOWN"
"MANBA",-0.334353536355373,0.000502661912743218,"NOT"
"UBE2D3",-0.30891729565192,7.49178957398412e-06,"NOT"
"MAPK10",-0.134472469852435,0.55140516441544,"NOT"
"ELF2",-0.353107664062084,4.13845673400209e-10,"NOT"
"NDUFC1",0.149065992728734,0.0962670001902281,"NOT"
"UCP1",1.38355729358265,0.000336180823081809,"UP"
"TBC1D9",-0.9748142263623,5.71506138772441e-19,"NOT"
"ZNF330",-0.580270276703085,3.47066817354141e-19,"NOT"
"INPP4B",-0.332406416383048,0.0759656949972405,"NOT"
"GAB1",-1.22057919053975,2.61351533145676e-26,"DOWN"
"KLHL2",-0.863559824430038,3.26782653962089e-21,"NOT"
"IL2",-1.7243315689985,7.62329544603373e-13,"DOWN"
"CPE",0.0321709909335019,0.894416733827513,"NOT"
"RPL34",-0.356825585326497,0.000326576617804643,"NOT"
"WFS1",-2.23070073510556,1.4692807316111e-110,"DOWN"
"ANXA10",4.771160200312,1.35926070013742e-31,"UP"
"GRPEL1",0.282708804049977,0.000598376820981405,"NOT"
"GAR1",0.530328105855514,6.92041539968193e-11,"NOT"
"FRG1",-0.158625064923256,0.0513052429921741,"NOT"
"CLCN3",-0.0239628575226205,0.808447874188287,"NOT"
"AADAT",-0.167086107676089,0.358745182806281,"NOT"
"GALNT7",1.10776323099397,4.96041940758424e-22,"UP"
"DHX15",0.262600917098519,1.78112062734992e-05,"NOT"
"SOD3",-2.4329038883833,2.22704492696229e-41,"DOWN"
"SEPSECS",-0.204858395741414,0.0147945925910729,"NOT"
"CPZ",0.384395710409375,0.0736073088767072,"NOT"
"TRIM2",1.15397423541623,6.85688348439953e-16,"UP"
"SLC2A9",0.585329428658643,0.000988641328151144,"NOT"
"FBXW7",-0.00524107765317556,0.958374240341005,"NOT"
"NEIL3",4.20391367690765,8.65021325562029e-159,"UP"
"TBC1D19",-0.211178642049418,0.0313239577587997,"NOT"
"CLNK",-0.0612719781339845,0.794849035259332,"NOT"
"NSD2",1.13915875706737,1.33375412807697e-28,"UP"
"SH3D19",-1.48120211705354,1.67259193795059e-55,"DOWN"
"STIM2",0.0548819374540722,0.667054381857435,"NOT"
"NKX3-2",4.53073332426284,8.4683705147236e-59,"UP"
"MFSD10",-0.0126066360250549,0.927289974995872,"NOT"
"GLRB",-0.223678925689578,0.313436129824222,"NOT"
"BST1",-1.48221769584164,1.47284232638852e-13,"DOWN"
"RAPGEF2",-1.85491112295688,1.07146539880711e-87,"DOWN"
"HGFAC",1.99963201497678,8.1471208199589e-13,"UP"
"SNX25",-2.2595101027715,1.83166597474292e-125,"DOWN"
"LRP2BP",-2.75570399347624,3.10222981710775e-101,"DOWN"
"UFSP2",-0.478812110050617,2.81707456545237e-11,"NOT"
"KLF3",0.0378789995952981,0.716291990995056,"NOT"
"KLHL5",0.72747691490064,1.39950264612808e-10,"NOT"
"FAM149A",-1.63699119920421,1.13526844898074e-22,"DOWN"
"NCAPG",3.63057115870932,4.85464316911913e-233,"UP"
"UGDH",1.48444132006776,2.62742274497069e-19,"UP"
"PPARGC1A",-1.53610994307163,8.8226932005e-09,"DOWN"
"DDX25",0.296288633443601,0.41725557264941,"NOT"
"CRYAB",0.195950896580264,0.478493365979981,"NOT"
"DBX1",3.90994940906233,9.54952035688139e-10,"UP"
"HTATIP2",0.814742707112556,2.67254905215274e-12,"NOT"
"CTSC",-0.0747692842061376,0.632417491005792,"NOT"
"CCDC34",2.43800981131865,3.29712189394143e-101,"UP"
"ZBTB16",-4.28860141407528,2.05601839225126e-48,"DOWN"
"ELP4",0.178371309574969,0.041809197634602,"NOT"
"ZPR1",0.311217407950241,0.000105828196385017,"NOT"
"MTCH2",0.893152604563979,1.04342559731166e-28,"NOT"
"FNBP4",0.317016837904784,0.00112717336452724,"NOT"
"TECTA",-0.914791865075038,2.5115743447533e-09,"NOT"
"SC5D",0.743922313553893,2.77626621913661e-07,"NOT"
"CRTAM",-1.57229422522166,3.74123092186637e-15,"DOWN"
"C11orf63",-1.11906918690443,2.6034558904728e-11,"DOWN"
"B3GAT1",-0.60118689120322,0.0192892558864784,"NOT"
"HSPA8",0.234712825933458,0.0117038989746848,"NOT"
"P2RX3",-0.59631281900963,0.105759132643232,"NOT"
"VWA5A",-1.20902680150739,4.97231643748589e-18,"DOWN"
"DNAJC4",0.0303748521582962,0.735690001636991,"NOT"
"SIAE",-1.11788051025616,3.97292407005954e-20,"DOWN"
"SNX15",-0.116604178128775,0.356138575268407,"NOT"
"LPXN",-1.46800885345798,7.91960164835171e-22,"DOWN"
"DTX4",-1.37623563328291,7.45551015852319e-22,"DOWN"
"ATG2A",-0.0685427719369835,0.511950059551009,"NOT"
"EHD1",-1.34270880633983,1.90369205879686e-31,"DOWN"
"OSBP",0.0550226443274763,0.442433964120981,"NOT"
"UNC93B1",-0.741972785852716,6.47014488661219e-13,"NOT"
"PUS3",0.338413848160289,7.39748346486124e-06,"NOT"
"DCPS",0.560399707152176,2.62706478602637e-13,"NOT"
"KMT5B",0.00477365789285687,0.963063065158086,"NOT"
"FOXRED1",0.942146149383622,3.41439107507501e-30,"NOT"
"PPP6R3",0.138358324573559,0.086601941377477,"NOT"
"NRXN2",1.30972082217007,8.75453751801573e-07,"UP"
"MS4A6A",-0.988431193055199,5.97001498005504e-08,"NOT"
"MS4A4A",-1.80483038114123,3.57966015107679e-22,"DOWN"
"ST3GAL4",-0.0737443860143843,0.602005883752572,"NOT"
"CPT1A",-0.215387014375798,0.133902898463931,"NOT"
"CCND1",-0.0549942405653106,0.838563973025421,"NOT"
"CCDC86",1.42906700550143,2.82923063399411e-58,"UP"
"PRPF19",1.09232560852857,2.50127720116923e-65,"UP"
"TMEM109",-0.356883493106895,1.11301919218857e-05,"NOT"
"CCKBR",3.49256560974272,1.70039468397385e-12,"UP"
"HPX",-0.210157282663184,0.351060068655378,"NOT"
"TRIM3",-0.740165643643041,3.74014607053376e-19,"NOT"
"CHORDC1",1.13265855292671,4.94168474566629e-29,"UP"
"FOLR1",-3.98833327288492,2.130830097518e-38,"DOWN"
"ANAPC15",0.181793179604773,0.0824481002826433,"NOT"
"FOLR3",-2.575478988614,1.94299372379009e-13,"DOWN"
"PANX1",0.508825780922559,1.0773404920846e-06,"NOT"
"ARHGEF17",-1.50028599356089,4.51503708834741e-36,"DOWN"
"APOA5",-2.39976670458802,8.22252007047987e-12,"DOWN"
"APOA4",1.15380117622083,0.22319132191691,"NOT"
"APOC3",1.37371736311224,0.165003011820279,"NOT"
"CEP164",0.130087241208311,0.170092924192462,"NOT"
"RNF141",-0.0534011758114189,0.616709541364819,"NOT"
"CEP126",-1.68767946240546,3.65832071875062e-26,"DOWN"
"EIF4G2",0.0874066098447707,0.269310565852243,"NOT"
"IL10RA",-1.29028018465736,4.26168539196326e-14,"DOWN"
"GALNT18",-1.12976485992972,3.40607570182818e-15,"DOWN"
"BIRC2",-0.0253517528899561,0.825435875359071,"NOT"
"UBE4A",-0.170790148712335,0.0368573100770316,"NOT"
"DDX6",0.0358821383441703,0.637336066100896,"NOT"
"UPK2",2.10310826669857,2.17410622369542e-13,"UP"
"CBL",-0.33501217294794,0.000102114149538384,"NOT"
"NECTIN1",4.46588539750435,2.06731816666292e-179,"UP"
"HIPK3",-0.798339960823117,6.61010044246982e-25,"NOT"
"KIAA1549L",4.64789093940392,1.56659876091822e-58,"UP"
"FBXO3",-0.097287536021345,0.237738765639545,"NOT"
"PDHX",0.651912776230887,1.17788272793174e-15,"NOT"
"SLC1A2",-0.956106053746901,3.7270708492475e-05,"NOT"
"COMMD9",-0.255161416327594,0.00303910980005712,"NOT"
"SLC15A3",-1.68504411219799,6.05475908578769e-28,"DOWN"
"CD5",-0.983184019199226,3.25122908472822e-07,"NOT"
"ACCS",-0.588147424686676,3.83214929133065e-05,"NOT"
"SCGB2A2",2.55096617585801,0.0292133093089311,"NOT"
"MDK",2.50683005134628,2.35789013505743e-50,"UP"
"AMBRA1",-0.210857206817984,0.00664451730490855,"NOT"
"MADD",-0.337866763680186,1.64711393820938e-05,"NOT"
"PTPMT1",-0.172013777519821,0.0601033736028507,"NOT"
"NAA40",1.03192438729378,1.58162164251576e-37,"UP"
"CARS",0.549259018308259,3.26827753987513e-15,"NOT"
"SLC22A18",0.704759870597177,2.10844911193283e-08,"NOT"
"CD81",-1.17506311759005,1.28392693786847e-60,"DOWN"
"SLC35F2",1.32044263510269,1.31543669475588e-17,"UP"
"C11orf21",-2.17808852651291,3.05283320732659e-26,"DOWN"
"ELMOD1",-1.27767104447835,2.71707383698498e-08,"DOWN"
"CALCA",0.910158325081901,0.0677398659384742,"NOT"
"SOX6",0.926016883538598,0.000112892487354024,"NOT"
"C11orf58",-0.0270023369724644,0.771954965829744,"NOT"
"PITPNM1",0.12021530757817,0.353573060955032,"NOT"
"RPS13",0.0272279522014597,0.822218477379912,"NOT"
"AIP",-0.291012002360308,0.000927802568010941,"NOT"
"NUP98",-0.104776995528219,0.166902154088982,"NOT"
"NDUFS8",0.670533913361372,3.34701117519402e-13,"NOT"
"TCIRG1",-0.605697111421303,3.06803183794473e-06,"NOT"
"CHKA",-0.723216813064604,5.1781724931931e-10,"NOT"
"EXPH5",-1.00617645095378,4.5475387706961e-14,"DOWN"
"HPS5",-0.873279203403102,2.87056033564463e-27,"NOT"
"GTF2H1",0.30596413022857,4.86021570118748e-05,"NOT"
"POU2AF1",1.22254975239776,1.1893371225587e-07,"UP"
"PTPN5",-3.22571138720463,4.28994811074447e-32,"DOWN"
"VWF",-3.31039904101438,2.14996035539377e-104,"DOWN"
"PSMD9",0.41335962099661,1.96305084283934e-08,"NOT"
"P3H3",1.27647520891238,4.74442787067846e-16,"UP"
"PPFIBP1",-0.472326689532501,1.95651119498905e-05,"NOT"
"PRPF40B",1.06673285450784,2.15024798969154e-31,"UP"
"CD69",-2.25617114501692,2.09360798690067e-28,"DOWN"
"PRDM4",0.0116284766870928,0.886007265027167,"NOT"
"CLEC2B",-0.166661173758187,0.484328173615392,"NOT"
"COQ5",0.327340192757305,9.12906288197331e-05,"NOT"
"SELPLG",-2.24647869197899,6.37765859275482e-46,"DOWN"
"CORO1C",-0.23434878634943,0.0137936088173474,"NOT"
"ASIC1",2.1957497670451,2.48382516418695e-43,"UP"
"DAO",-2.57584267920786,3.85564795337529e-23,"DOWN"
"CAPRIN2",0.244313696462194,0.0807476024864594,"NOT"
"TSPAN11",-0.668351070802974,0.00105607622354347,"NOT"
"KCTD10",-0.808830686698596,2.08537074161106e-47,"NOT"
"SLC11A2",-0.290390217534124,0.000150054738110573,"NOT"
"MLEC",-0.0502137581037543,0.558950391694378,"NOT"
"MVK",0.222757715918244,0.0207369948431586,"NOT"
"CSRNP2",0.183778434791341,0.00377118857273356,"NOT"
"CAMKK2",-0.206510174196327,0.00143304992193436,"NOT"
"BIN2",-1.61422481963427,2.29582176912583e-22,"DOWN"
"IL23A",2.3344505019268,7.99590792272801e-31,"UP"
"ATP5B",0.723681494804609,6.80426633483068e-22,"NOT"
"PTGES3",0.732531431589339,5.83666795286589e-20,"NOT"
"SYT10",1.74004884265606,0.000111962246674433,"UP"
"BCL7A",1.02137460493997,4.6657276282681e-27,"UP"
"RSRC2",0.175490318255769,0.00206808342733405,"NOT"
"CYP27B1",1.97754772819644,7.21556855017498e-34,"UP"
"MYF6",1.90699921634035,4.99795751385709e-06,"UP"
"MYF5",0.36349942254895,NA,"NOT"
"LIN7A",-1.7662687888922,2.63531986449173e-13,"DOWN"
"KRT18",-0.110673507343537,0.552734566633052,"NOT"
"ACSS3",-2.32562534049448,6.32227463086265e-31,"DOWN"
"TNS2",-2.56105993362393,1.30031897237583e-116,"DOWN"
"GLI1",1.11890700869893,2.46262853353872e-05,"UP"
"PPM1H",0.729454111339444,0.000123433876974575,"NOT"
"METAP2",0.20543376729106,0.000959380734272668,"NOT"
"LTA4H",-1.72580226910527,7.2608604371245e-96,"DOWN"
"ELK3",-0.635816707830779,1.03962847257604e-09,"NOT"
"SLC6A12",-1.71929542122424,1.49486126147275e-20,"DOWN"
"WNT5B",1.60378212226728,1.59903295596083e-16,"UP"
"MAGOHB",1.23393687178089,8.07602900258201e-37,"UP"
"TRPV4",2.05935808909963,2.52286425453924e-39,"UP"
"ITFG2",-0.186420332847201,0.0332903718668662,"NOT"
"FOXM1",4.42230100830655,1.30790267115699e-235,"UP"
"PRR4",1.361084589355,3.31578081484431e-11,"UP"
"PRMT8",-1.55332215801312,1.26382214563345e-05,"DOWN"
"PARP11",0.231598759793918,0.0438258824086516,"NOT"
"ARPC3",0.166584469532988,0.0560062022377316,"NOT"
"GPN3",0.316393775053921,0.000183460929505676,"NOT"
"VPS29",0.09010380952161,0.352112414850852,"NOT"
"FGF6",0.45003189180797,0.720262974317917,"NOT"
"MYL2",0.301543844750535,0.455389646858991,"NOT"
"RAD51AP1",3.24080033087882,5.72407771606279e-153,"UP"
"CUX2",0.358674366147394,0.287369065970468,"NOT"
"SH2B3",-1.50252331703438,9.72184405298451e-33,"DOWN"
"AKAP3",-0.43976022341738,0.01270667892245,"NOT"
"MANSC1",0.468814636099376,0.00214350178181096,"NOT"
"KCNA1",0.99614884637025,0.0301727083789254,"NOT"
"DUSP16",-0.729111447393693,2.53470819382094e-13,"NOT"
"CREBL2",-1.00023288127962,3.48419322495761e-39,"DOWN"
"ACAD10",0.182464592625782,0.014535381937739,"NOT"
"ALDH2",-2.15430900299273,1.08330531066655e-56,"DOWN"
"CDKN1B",-0.104208862064984,0.334173659710262,"NOT"
"GPRC5D",0.962386637385694,6.74691996117527e-05,"NOT"
"NAA25",0.950423689722515,7.11190749425971e-44,"NOT"
"GSG1",-0.956819218565274,2.6798778939719e-05,"NOT"
"SCNN1A",-0.648326206189474,0.00265108718216093,"NOT"
"LTBR",0.890005969175561,1.25474990483246e-16,"NOT"
"OGFOD2",0.887085249444469,1.54477566526408e-32,"NOT"
"CDK2AP1",0.986269552313505,1.34617016868702e-37,"NOT"
"OAS3",0.0354859119936487,0.848063836120076,"NOT"
"OAS2",-0.368172062008779,0.0505956705691376,"NOT"
"ART4",-3.84435213847676,3.16930945384333e-54,"DOWN"
"MGP",-2.42576117366087,2.65198451325517e-36,"DOWN"
"RASAL1",4.1217328140976,2.11297359164932e-101,"UP"
"ARHGDIB",-1.43194544087596,5.15922961285491e-26,"DOWN"
"GTF2H3",0.867267143667402,1.13919821222444e-36,"NOT"
"EIF2B1",0.424443381153128,1.55869366677493e-14,"NOT"
"DDX55",0.9944948765658,8.4910709735196e-42,"NOT"
"SLC38A1",1.27151531391184,5.84823157399852e-32,"UP"
"RERGL",-1.93305649173847,1.95466856642372e-07,"DOWN"
"ENDOU",0.249314017116333,0.460607284801434,"NOT"
"C12orf49",-1.50485992442517,3.47527436642452e-80,"DOWN"
"VDR",0.0252587518330449,0.889244042196185,"NOT"
"FZD10",3.30659859104041,5.68493888626334e-35,"UP"
"RFC5",1.74151906839495,5.01137503281063e-86,"UP"
"STX2",-1.3210175727523,8.20676257847044e-32,"DOWN"
"ADGRD1",-3.96630767951146,1.67589927570496e-80,"DOWN"
"COPZ1",0.250875274679334,0.000290889775151473,"NOT"
"TBC1D30",-0.112793651295696,0.515410565316661,"NOT"
"CAND1",0.882156610760033,1.23093027180491e-24,"NOT"
"IL26",-0.180197328765883,0.601902923099923,"NOT"
"IFNG",0.567903665915928,0.0535433841083531,"NOT"
"RAB5B",-0.49405171500999,3.12303521452765e-18,"NOT"
"MDM1",0.342219973512866,0.0016388550419093,"NOT"
"NUP107",1.11341655766289,3.63001746353872e-38,"UP"
"CNOT2",0.372299483419909,8.15809966537677e-07,"NOT"
"TIMELESS",2.31188443505032,2.05463183379401e-138,"UP"
"CPSF6",0.778224389735686,2.60266767210129e-45,"NOT"
"KRR1",0.308945261882675,3.65535366848163e-06,"NOT"
"MRPL51",1.10522957321677,2.52090288291026e-33,"UP"
"GAPDH",2.50392402912829,2.15796459901473e-104,"UP"
"NOP2",1.58251907791616,1.20793473630721e-54,"UP"
"CHD4",0.308172445414033,2.64251639465253e-05,"NOT"
"ACRBP",-0.714784210892543,1.67750786117477e-07,"NOT"
"UHRF1BP1L",-0.485463872711658,1.53887466128347e-12,"NOT"
"COPS7A",0.574577094025832,8.90460616163172e-12,"NOT"
"ING4",0.15439843491174,0.180285551830256,"NOT"
"GNB3",1.69226647770359,1.26993168862615e-23,"UP"
"CDCA3",4.15627183461845,5.23096837456773e-249,"UP"
"CHPT1",-0.840509993714655,4.09917927956403e-12,"NOT"
"USP5",1.04574120938957,1.29166613064978e-42,"UP"
"TPI1",1.72387611889485,2.59279841321616e-68,"UP"
"GNPTAB",-0.317183810003827,0.000218027644380885,"NOT"
"SPSB2",-0.0532382589778482,0.681705863674906,"NOT"
"ENO2",1.28650539633758,7.82565521078553e-17,"UP"
"ATN1",-0.0639934548477787,0.551889041044318,"NOT"
"C12orf57",0.153144600605414,0.21189498434105,"NOT"
"PTPN6",-0.794995544448991,2.03848969021443e-23,"NOT"
"LPCAT3",-0.242739557772135,0.03147184045956,"NOT"
"NT5DC3",1.08157307800247,2.9057708188756e-19,"UP"
"SLCO1B3",6.24273429735993,1.22863325760131e-42,"UP"
"APOBEC1",4.80058009346592,4.49079158845258e-12,"UP"
"NANOG",-0.034537362547293,0.916063611380166,"NOT"
"SUDS3",0.63973852748729,1.51937179783072e-22,"NOT"
"GOLT1B",0.946098557959752,5.73720160284676e-15,"NOT"
"GYS2",0.124064895854299,0.709057778317753,"NOT"
"LDHB",0.804660052762413,1.17780224596745e-08,"NOT"
"PRKAB1",-0.806886732164148,8.1417435041924e-24,"NOT"
"CMAS",1.38616503804049,1.2249137857486e-34,"UP"
"HCFC2",-0.725915381818699,6.19931826339948e-20,"NOT"
"ST8SIA1",-0.33916563224902,0.0948050495017479,"NOT"
"CLEC4A",-1.13052079592566,6.99891989728645e-11,"DOWN"
"C2CD5",0.229105053565714,0.0429021643307662,"NOT"
"AICDA",-0.632751331870687,0.0432939064184368,"NOT"
"RAB35",0.0411349857405899,0.533334404809933,"NOT"
"PHC1",-0.377877034993798,0.00180855940722056,"NOT"
"COX6A1",0.773470295900502,7.66073124506065e-14,"NOT"
"AL021546.1",0.698754483700768,0.0204409943106974,"NOT"
"RFX4",0.803083145404028,0.0761808679212252,"NOT"
"RIC8B",-0.0435461324763172,0.608230787410447,"NOT"
"SRSF9",0.951472350205128,3.17542129756788e-52,"NOT"
"AC009533.1",2.10333439450364,6.17731237906364e-44,"UP"
"FGFR1OP2",-0.104615667453129,0.247136201527756,"NOT"
"KLRB1",-1.53333655325867,2.4580769289858e-15,"DOWN"
"COL12A1",0.791762962822605,0.0007756669533504,"NOT"
"BTN3A3",-1.39794232253094,7.86462748272853e-26,"DOWN"
"TDP2",0.438838843858432,0.000129259126255665,"NOT"
"FRK",0.80316445647035,5.00049595023235e-11,"NOT"
"DSE",0.116253773616468,0.506058463372502,"NOT"
"RWDD1",-0.184632512372718,0.0233814859260669,"NOT"
"RSPH4A",-2.75304201506675,1.29920847595315e-26,"DOWN"
"MAK",-1.99871369956323,5.4278774041359e-34,"DOWN"
"TMEM14C",0.0119735667423525,0.923895774899302,"NOT"
"PAK1IP1",1.17139187030372,4.11157615062252e-41,"UP"
"GCNT2",-0.267038709671208,0.152191127770142,"NOT"
"SMIM8",0.274724030532676,0.0107435566380106,"NOT"
"NEDD9",-2.21540123239239,5.29880783045998e-50,"DOWN"
"CEP85L",-0.94003847980241,2.74434934348932e-18,"NOT"
"ADTRP",-1.10546548240847,1.63451047823998e-05,"DOWN"
"ASF1A",0.291008821818946,0.0109932830789572,"NOT"
"MCM9",-0.00965399381449298,0.908976899403771,"NOT"
"FAM184A",-2.63161847665412,2.63141583097264e-39,"DOWN"
"RNGTT",0.400703318348884,6.29911418690868e-08,"NOT"
"MAN1A1",-1.36331262466685,5.11060914320033e-18,"DOWN"
"GABRR2",0.594262400999512,0.000946295359176225,"NOT"
"SERINC1",-1.40673068597496,3.52799367170979e-90,"DOWN"
"HDDC2",0.394595254965041,5.45417756347217e-05,"NOT"
"TPD52L1",2.4638348413353,1.3092598441878e-49,"UP"
"HINT3",-0.764264977640414,3.26484319787384e-21,"NOT"
"NCOA7",-1.4988948979574,1.39967005888968e-22,"DOWN"
"RIPOR2",-1.92066716322305,1.72221461170184e-24,"DOWN"
"SASH1",-2.14737186344692,8.48287487029257e-76,"DOWN"
"UST",0.375996288971361,0.0230261027968187,"NOT"
"ULBP1",1.0630214667725,2.63635472638439e-06,"UP"
"FBXO5",1.4372830224006,3.7907313600433e-50,"UP"
"MTRF1L",-0.111572663113604,0.112869217880746,"NOT"
"PPARD",0.149652503686813,0.133781551457965,"NOT"
"OPRM1",0.953965402900242,0.0599589804183163,"NOT"
"FANCE",2.03647781858776,2.57262148101841e-69,"UP"
"TULP1",3.04035422415556,2.0511691038035e-41,"UP"
"SLC26A8",-1.36630143825819,4.72548267734409e-15,"DOWN"
"MAPK14",-0.0459650885933405,0.554590913560328,"NOT"
"RHAG",-0.739763636629203,0.17049622144363,"NOT"
"KCTD20",-0.208817435662873,0.00473634395797432,"NOT"
"STK38",0.601594393817515,2.33085724249589e-12,"NOT"
"SRSF3",0.260737144723626,2.7339374675118e-05,"NOT"
"SOD2",-0.845462608132707,1.83087566532967e-09,"NOT"
"MRPL18",0.713646315585305,2.78679608209935e-18,"NOT"
"IL17A",1.14575744043391,0.0352092035485074,"NOT"
"IL17F",-0.181957516638291,0.696753249003068,"NOT"
"MCM3",1.32995773754347,5.50573807826084e-41,"UP"
"RNF8",0.402350366550175,1.39386966063534e-07,"NOT"
"PHACTR1",-2.92657850458708,1.92938125199024e-82,"DOWN"
"MDGA1",0.238491025519624,0.403897838680403,"NOT"
"ICK",0.945555879390991,4.19808224611575e-13,"NOT"
"FBXO9",-0.192409711045225,0.0205551005730232,"NOT"
"CD83",-2.18248494787787,2.01541413114533e-54,"DOWN"
"MDN1",0.0951404468250514,0.419160319168695,"NOT"
"GLP1R",-0.895089143772655,0.00858058790082637,"NOT"
"SAYSD1",0.0262662052710819,0.770127994107986,"NOT"
"BMP5",-2.58521767208514,1.53715482920256e-17,"DOWN"
"BACH2",0.230234358232034,0.231406072832286,"NOT"
"RBM24",-0.3667791442834,0.240315521802919,"NOT"
"CAP2",-0.332069140032815,0.0537079074118261,"NOT"
"TREML2",-1.03736859997762,2.99753199602364e-05,"DOWN"
"ZNF451",0.0432673670884873,0.62769943273094,"NOT"
"BAG2",0.521780753185062,0.00124469476824363,"NOT"
"RAB23",0.153912710560102,0.185455177708682,"NOT"
"TSPO2",-0.114968831955819,0.699876380116579,"NOT"
"FHL5",-4.14923427130156,1.3562938994943e-100,"DOWN"
"GPR63",0.911970582652802,2.74389368163723e-05,"NOT"
"KHDRBS2",-4.06201167244611,8.89959000591135e-46,"DOWN"
"FBXL4",0.0958008409717445,0.193846176626015,"NOT"
"CCNC",0.533453926289636,3.41726308589328e-08,"NOT"
"PRDM13",7.57716516704181,2.09689506946329e-66,"UP"
"E2F3",1.29525821704062,5.07447820281448e-28,"UP"
"PTP4A1",-0.402404700602313,0.0010369490322349,"NOT"
"SIM1",4.75521868936529,1.57804676837274e-11,"UP"
"ASCC3",0.57140225680644,7.12484210125324e-11,"NOT"
"HDGFL1",4.05665517271314,2.86709290754456e-12,"UP"
"BVES",-0.0359365527446581,0.89213589191466,"NOT"
"COL9A1",2.57705378729602,3.68302191381683e-12,"UP"
"MED23",0.0832655153051143,0.249894070212126,"NOT"
"WASF1",2.69562662663976,2.82514506602321e-55,"UP"
"GPLD1",0.186104734384622,0.336188784907205,"NOT"
"ALDH5A1",-0.225377487114424,0.0698654061222931,"NOT"
"CRYBG1",0.46099553179937,0.00157756493674313,"NOT"
"VNN1",0.126962447229348,0.684766443512356,"NOT"
"VNN2",-1.38389231996874,2.32097558857351e-08,"DOWN"
"ACOT13",0.162152921182461,0.143942321173925,"NOT"
"SMAP1",0.186376076642738,0.0258494715688726,"NOT"
"RPS12",0.170919400015712,0.131244218890574,"NOT"
"C6orf62",-0.288985532895122,9.73667600915092e-05,"NOT"
"B3GAT2",0.447939158882234,0.01354785828706,"NOT"
